employee_id,department,role,team_size,sprint_number,project_name,experience_years,previous_kpis_count,previous_kpi_met_rate,kpi_type,unit,target_value,duration_days,work_style,pace_ratio,halfway_completion,update_frequency,pace_trend,days_remaining_pct,fell_behind,n_updates,days_since_last_update,total_output_pct,engagement_score,risk_score,consistency_score,historical_success_rate,met_target
291,Marketing,tester,2,6,Sprint 6,3.3,6,0.84,Run quality tests,tests,71,64,slow_starter,0.6184,0.02,0.5116,-0.4206,0.1585,1,5,15,0.072,0.411,0.667,0.749,0.823,0
292,QA,tester,8,21,Sprint 21,13.9,0,0.5,Write documentation pages,pages,55,80,strong_starter,1.229,0.4651,1.2539,2.4787,0.1734,0,12,1,1.143,1.0,0.038,0.99,0.504,1
293,Product,developer,4,9,Sprint 9,11.4,2,0.29,Onboard new clients,clients,8,151,strong_starter,0.5645,0.0941,0.7169,-0.4171,0.37,1,5,14,0.137,0.561,0.659,0.929,0.328,0
294,Sales,developer,12,14,Sprint 14,7.9,0,0.5,Process sales leads,leads,84,86,steady,0.4852,0.3637,1.0039,-2.7885,0.3704,1,2,3,0.606,0.561,0.638,0.955,0.665,0
295,Product,consultant,12,9,Sprint 9,6.6,12,0.85,Complete code reviews,reviews,32,87,steady,0.6238,0.3928,1.5891,2.3935,0.0907,0,8,6,1.053,1.0,0.292,0.929,0.837,1
296,Engineering,tester,12,12,Sprint 12,8.6,19,0.61,Resolve bug reports,bugs,81,131,steady,0.7893,0.5177,0.8838,-1.5351,0.4927,1,7,11,0.95,0.45,0.527,0.889,0.485,0
297,Product,developer,12,23,Sprint 23,14.3,20,0.3,Deliver product features,features,29,100,struggling,0.7936,0.65,0.1,-0.3855,0.3897,1,7,7,1.15,0.235,0.45,0.821,0.396,0
298,Sales,consultant,2,21,Sprint 21,7.7,9,0.26,Close support tickets,tickets,246,133,slow_starter,0.9588,0.3077,0.6887,0.8317,0.3314,1,9,6,0.732,0.492,0.534,0.891,0.283,0
299,Product,consultant,5,22,Sprint 22,8.3,15,0.91,Close support tickets,tickets,189,176,slow_starter,0.4754,0.2043,0.3754,-1.5229,0.5975,1,10,17,0.285,0.274,0.684,0.869,0.837,0
300,QA,analyst,6,24,Sprint 24,12.2,5,0.95,Complete code reviews,reviews,172,76,strong_starter,1.4223,0.4845,1.4432,1.0145,0.3073,0,7,4,1.125,1.0,0.036,0.964,0.932,1
301,Product,designer,7,12,Sprint 12,4.3,9,0.46,Conduct client calls,calls,65,87,steady,0.4775,0.1921,1.2349,-0.3492,0.4095,1,4,4,0.425,0.604,0.731,0.956,0.469,0
302,Sales,tester,3,22,Sprint 22,6.0,9,0.41,Process sales leads,leads,178,48,steady,1.0534,0.5954,1.3156,1.1581,0.0113,0,11,4,1.15,1.0,0.118,0.818,0.414,1
303,QA,analyst,7,23,Sprint 23,3.1,2,0.49,Conduct client calls,calls,63,134,strong_starter,1.2,0.1578,0.3697,0.4904,0.084,1,5,10,0.299,0.411,0.51,0.946,0.511,0
304,Sales,tester,4,16,Sprint 16,11.9,2,0.13,Close support tickets,tickets,41,145,steady,1.0118,0.5918,1.0379,0.8536,0.0553,0,12,0,1.15,0.958,0.062,1.0,0.147,1
305,Marketing,analyst,7,1,Sprint 1,13.4,16,0.19,Deploy system updates,updates,36,128,strong_starter,1.3035,0.4796,1.2187,0.9559,0.14,0,9,2,1.069,1.0,0.0,0.992,0.367,1
306,Engineering,designer,10,19,Sprint 19,4.9,2,0.82,Conduct client calls,calls,48,118,steady,1.0064,0.4381,1.2069,0.6936,0.2073,0,7,3,0.966,1.0,0.183,1.0,0.89,1
307,Sales,developer,9,12,Sprint 12,11.4,5,0.95,Run quality tests,tests,96,164,steady,0.8028,0.6548,1.058,0.4302,0.1066,0,12,4,1.15,0.935,0.163,0.985,1.0,1
308,Engineering,tester,10,6,Sprint 6,2.3,20,0.79,Conduct client calls,calls,48,63,strong_starter,1.2568,0.4209,1.925,0.6413,0.2148,0,12,3,0.938,1.0,0.124,0.996,0.765,1
309,Engineering,consultant,3,21,Sprint 21,12.6,1,0.69,Run quality tests,tests,99,42,slow_starter,0.5456,0.3499,0.8999,-0.595,0.4491,1,11,3,0.616,0.518,0.692,0.902,0.798,0
310,Sales,consultant,12,21,Sprint 21,0.6,13,0.66,Run quality tests,tests,52,151,strong_starter,0.8145,0.3059,0.1892,-1.7974,0.3393,1,2,13,0.494,0.436,0.698,0.905,0.651,0
311,Engineering,tester,11,4,Sprint 4,4.6,3,0.5,Process sales leads,leads,65,137,struggling,0.9688,0.5555,0.1286,-2.315,0.2129,1,8,10,0.907,0.228,0.33,0.97,0.434,0
312,Product,analyst,2,18,Sprint 18,7.7,6,0.69,Run quality tests,tests,45,121,strong_starter,0.155,0.3218,0.858,-0.4843,0.2359,1,6,6,0.545,0.537,0.868,0.966,0.703,0
313,Marketing,consultant,9,5,Sprint 5,14.3,16,0.08,Close support tickets,tickets,211,52,struggling,0.4313,0.2728,0.1,-0.1537,0.5,0,2,5,0.554,0.553,0.423,0.869,0.0,0
314,Engineering,engineer,4,2,Sprint 2,12.9,11,0.8,Conduct client calls,calls,78,105,slow_starter,1.1269,0.8259,1.1743,0.3255,0.129,0,12,0,1.15,1.0,0.002,0.951,0.904,1
315,Sales,consultant,12,6,Sprint 6,5.3,14,0.96,Deliver product features,features,56,41,slow_starter,1.2728,0.4626,1.4206,-0.1973,0.0296,0,9,0,0.931,1.0,0.0,0.896,0.953,1
316,QA,designer,9,9,Sprint 9,12.6,15,0.8,Write documentation pages,pages,62,117,slow_starter,1.0609,0.4943,0.7255,-0.9395,0.1418,0,10,2,0.851,0.857,0.193,1.0,0.767,1
317,Sales,engineer,8,19,Sprint 19,7.5,18,0.68,Deliver product features,features,16,45,slow_starter,0.7694,0.2639,0.6224,-0.7082,0.277,1,7,3,0.44,0.396,0.533,0.872,0.693,0
318,Sales,designer,9,4,Sprint 4,13.4,14,0.05,Write documentation pages,pages,49,37,strong_starter,0.4589,0.377,0.6304,-2.5154,0.3917,1,9,3,0.585,0.392,0.708,0.856,0.0,0
319,Sales,consultant,7,17,Sprint 17,8.1,19,0.1,Run quality tests,tests,118,177,strong_starter,0.5966,0.2814,0.5007,-1.6524,0.244,1,7,7,0.479,0.394,0.735,0.902,0.139,0
320,Marketing,tester,2,1,Sprint 1,9.8,5,0.51,Write documentation pages,pages,52,128,strong_starter,1.4073,0.6073,1.0111,-0.2311,0.1932,0,7,0,1.15,1.0,0.0,0.952,0.485,1
321,Product,developer,2,17,Sprint 17,3.7,20,0.38,Complete code reviews,reviews,49,155,steady,0.9403,0.4406,1.4128,-1.1589,0.2448,0,16,4,0.756,1.0,0.12,0.948,0.419,1
322,QA,designer,7,4,Sprint 4,14.7,20,0.02,Onboard new clients,clients,28,176,steady,1.437,0.385,0.9557,0.1836,0.0,0,15,0,0.774,0.96,0.0,1.0,0.003,1
323,Marketing,consultant,6,17,Sprint 17,8.7,20,0.67,Run quality tests,tests,20,53,slow_starter,0.5996,0.1907,0.7159,1.469,0.3196,0,9,1,0.445,0.736,0.329,0.944,0.765,0
324,Product,tester,11,20,Sprint 20,7.4,11,0.72,Close support tickets,tickets,249,87,struggling,0.9565,0.3365,0.1602,-0.5659,0.3422,1,7,0,0.59,0.258,0.543,0.89,0.707,0
325,Product,tester,10,12,Sprint 12,10.7,1,0.9,Conduct client calls,calls,20,117,slow_starter,1.1372,0.6589,1.3156,0.9908,0.028,0,5,1,1.15,1.0,0.083,1.0,0.93,1
326,Sales,engineer,8,7,Sprint 7,7.1,6,0.72,Deploy system updates,updates,12,95,slow_starter,0.5498,0.2805,1.1207,-1.3868,0.5261,1,6,14,0.413,0.62,0.659,0.782,0.737,0
327,Marketing,tester,4,16,Sprint 16,0.6,1,0.55,Process sales leads,leads,61,145,strong_starter,1.3625,0.4217,0.5703,0.249,0.0921,0,15,3,0.861,0.893,0.04,0.962,0.421,1
328,Sales,consultant,4,4,Sprint 4,6.1,19,0.61,Run quality tests,tests,119,75,struggling,0.6291,0.2495,0.9081,0.1587,0.1349,1,7,11,0.583,0.667,0.712,0.856,0.641,0
329,Product,developer,9,5,Sprint 5,2.5,19,0.7,Deploy system updates,updates,44,93,steady,1.4249,0.3534,0.9612,-0.4998,0.1341,0,17,0,0.552,0.924,0.07,1.0,0.734,1
330,Sales,analyst,11,23,Sprint 23,4.7,11,0.92,Run quality tests,tests,60,171,struggling,0.6244,0.1081,0.7746,-1.2677,0.6058,1,8,5,0.158,0.423,0.706,1.0,0.935,0
331,Product,consultant,3,12,Sprint 12,8.7,18,0.57,Complete code reviews,reviews,158,168,slow_starter,0.5025,0.5836,0.6348,0.4957,0.2148,1,8,9,1.131,0.59,0.688,0.927,0.482,0
332,Marketing,engineer,2,13,Sprint 13,2.6,1,0.2,Run quality tests,tests,56,138,strong_starter,0.7938,0.313,0.7267,-0.1393,0.3709,0,11,10,0.565,0.848,0.371,1.0,0.11,0
333,Product,analyst,10,2,Sprint 2,5.7,14,0.1,Resolve bug reports,bugs,47,67,struggling,0.7656,0.02,0.7859,-0.953,0.5693,0,4,0,0.05,0.645,0.425,0.897,0.102,0
334,Marketing,consultant,6,23,Sprint 23,10.1,12,0.39,Conduct client calls,calls,115,173,struggling,0.6,0.4952,1.6387,0.7467,0.0223,0,12,2,1.088,1.0,0.341,0.853,0.34,1
335,Product,analyst,11,15,Sprint 15,12.5,20,0.7,Write documentation pages,pages,45,43,slow_starter,0.973,0.6287,1.0877,-1.1961,0.0114,0,13,1,1.078,1.0,0.157,0.951,0.693,1
336,Sales,developer,9,6,Sprint 6,14.8,2,0.19,Run quality tests,tests,114,80,slow_starter,1.2,0.0864,0.1,0.5119,0.205,1,6,4,0.169,0.358,0.534,0.993,0.077,0
337,Product,analyst,4,19,Sprint 19,12.8,0,0.5,Deploy system updates,updates,8,139,strong_starter,0.8007,0.25,0.8048,1.4024,0.1465,0,12,1,0.536,0.888,0.343,0.912,0.524,1
338,Marketing,engineer,12,20,Sprint 20,12.7,9,0.49,Complete code reviews,reviews,40,69,slow_starter,0.9518,0.2377,0.8302,2.7461,0.2854,1,8,4,0.615,0.569,0.558,0.891,0.507,0
339,Marketing,engineer,10,6,Sprint 6,6.5,17,0.4,Write documentation pages,pages,43,86,struggling,1.0948,0.3673,0.9086,-0.6107,0.405,1,7,3,0.706,0.492,0.42,0.975,0.424,0
340,Marketing,tester,9,18,Sprint 18,12.4,20,0.01,Write documentation pages,pages,31,122,steady,0.7908,0.6876,1.2745,-0.4252,0.0,0,12,1,1.15,1.0,0.077,0.972,0.0,1
341,Product,designer,3,13,Sprint 13,4.2,9,0.02,Process sales leads,leads,189,92,struggling,0.8711,0.1953,1.1236,-2.4528,0.4836,1,6,12,0.299,0.661,0.574,0.815,0.134,0
342,Product,consultant,5,11,Sprint 11,8.0,3,0.17,Run quality tests,tests,85,144,strong_starter,1.0705,0.571,1.4998,-0.7852,0.1536,0,10,1,1.056,1.0,0.062,1.0,0.241,1
343,Sales,consultant,8,4,Sprint 4,3.5,13,0.65,Close support tickets,tickets,200,46,slow_starter,1.0837,0.574,0.98,1.8422,0.082,0,13,4,1.15,1.0,0.018,0.995,0.62,1
344,Engineering,engineer,3,2,Sprint 2,3.1,8,0.56,Complete code reviews,reviews,36,147,strong_starter,0.6345,0.02,0.4836,-1.4938,0.2149,1,6,12,0.05,0.444,0.685,0.874,0.704,0
345,QA,designer,7,1,Sprint 1,6.1,3,0.53,Resolve bug reports,bugs,67,129,strong_starter,0.9088,0.7719,0.9974,0.3525,0.1963,0,18,1,1.15,0.937,0.122,1.0,0.53,1
346,Marketing,engineer,6,22,Sprint 22,4.9,2,0.28,Process sales leads,leads,41,48,steady,1.2609,0.7694,1.2096,0.6928,0.0,0,3,2,1.15,1.0,0.0,0.955,0.37,1
347,Sales,consultant,8,18,Sprint 18,4.8,20,0.14,Close support tickets,tickets,161,70,slow_starter,1.1224,0.4354,1.4167,0.1112,0.1474,0,11,0,0.885,1.0,0.144,0.987,0.0,1
348,Marketing,analyst,3,2,Sprint 2,0.6,19,0.39,Write documentation pages,pages,70,32,steady,0.9875,0.6511,0.9789,0.079,0.1888,0,10,0,1.15,0.911,0.061,0.991,0.429,1
349,Marketing,analyst,4,6,Sprint 6,3.7,8,0.19,Conduct client calls,calls,115,118,slow_starter,1.0976,0.583,1.6966,-0.0272,0.1251,0,10,0,1.134,1.0,0.104,1.0,0.133,1
350,Marketing,engineer,6,22,Sprint 22,1.5,3,0.2,Close support tickets,tickets,232,170,struggling,0.9917,0.5312,1.2146,0.6399,0.2156,0,3,0,1.106,1.0,0.066,0.85,0.246,1
351,Marketing,engineer,5,11,Sprint 11,7.5,10,0.62,Write documentation pages,pages,18,90,strong_starter,1.1634,0.3874,0.7449,-0.7167,0.1099,0,10,2,0.576,0.822,0.062,0.965,0.577,1
352,QA,analyst,2,11,Sprint 11,4.1,7,0.71,Process sales leads,leads,175,123,strong_starter,0.9154,0.0211,0.6336,0.2642,0.5599,1,5,9,0.05,0.266,0.67,0.927,0.804,0
353,QA,designer,7,10,Sprint 10,7.6,3,0.18,Write documentation pages,pages,18,114,struggling,0.3292,0.378,1.1806,0.1117,0.3387,1,7,0,0.832,0.64,0.78,0.922,0.086,0
354,Engineering,consultant,3,1,Sprint 1,12.8,20,0.03,Complete code reviews,reviews,167,80,steady,1.4731,0.4914,1.5741,0.2639,0.0,0,16,0,1.044,1.0,0.0,1.0,0.206,1
355,Marketing,tester,9,21,Sprint 21,11.7,11,0.39,Process sales leads,leads,84,39,strong_starter,1.2282,0.5319,1.4456,0.5817,0.1189,0,8,2,1.15,1.0,0.12,0.944,0.319,1
356,Engineering,designer,7,17,Sprint 17,0.7,7,0.85,Resolve bug reports,bugs,32,148,strong_starter,1.3594,0.4998,1.3382,0.0291,0.0946,0,14,2,0.903,1.0,0.053,0.98,0.808,1
357,Sales,tester,11,22,Sprint 22,13.1,4,0.74,Complete code reviews,reviews,161,65,steady,0.7468,0.3888,0.3926,0.2386,0.0461,0,9,1,0.814,0.848,0.209,1.0,0.818,1
358,Product,developer,5,2,Sprint 2,10.2,16,0.91,Conduct client calls,calls,117,154,strong_starter,0.8974,0.5685,0.9244,0.5543,0.2358,0,15,3,1.15,0.825,0.16,1.0,0.788,1
359,Product,engineer,10,21,Sprint 21,12.5,8,0.58,Onboard new clients,clients,4,40,slow_starter,0.4151,0.3189,0.3246,-1.2218,0.2407,1,2,3,0.595,0.292,0.658,0.893,0.639,0
360,Engineering,tester,6,13,Sprint 13,14.6,7,0.52,Deploy system updates,updates,29,180,struggling,0.6468,0.2303,0.6333,-2.2703,0.3693,1,8,5,0.406,0.386,0.729,0.98,0.493,0
361,Engineering,tester,4,15,Sprint 15,2.9,2,0.51,Onboard new clients,clients,28,153,strong_starter,0.6946,0.2839,0.9861,-1.5343,0.1932,1,10,5,0.526,0.721,0.617,1.0,0.418,0
362,QA,developer,3,16,Sprint 16,10.3,15,0.21,Complete code reviews,reviews,122,60,struggling,0.9038,0.3299,0.7619,-1.0601,0.0674,1,8,0,0.574,0.632,0.549,1.0,0.292,0
363,Marketing,analyst,4,21,Sprint 21,7.9,18,0.15,Close support tickets,tickets,102,41,slow_starter,0.93,0.5438,1.0639,-1.3904,0.0154,1,10,0,0.939,0.708,0.381,1.0,0.207,1
364,Product,engineer,5,15,Sprint 15,9.3,15,0.87,Run quality tests,tests,71,174,struggling,0.7613,0.2514,0.7974,0.3982,0.343,1,4,9,0.583,0.486,0.725,0.922,0.873,0
365,Sales,tester,12,17,Sprint 17,4.3,10,0.92,Process sales leads,leads,66,179,steady,0.5184,0.3335,0.1,-0.9506,0.1471,1,7,12,0.636,0.177,0.795,0.948,0.858,0
366,Sales,tester,10,22,Sprint 22,6.6,4,0.61,Deploy system updates,updates,30,63,slow_starter,1.1409,0.5647,0.8533,0.5677,0.0453,1,11,0,1.122,0.635,0.404,1.0,0.676,1
367,Engineering,engineer,9,22,Sprint 22,2.4,19,0.54,Process sales leads,leads,39,166,slow_starter,1.1843,0.4654,1.3655,-1.1433,0.0189,1,9,4,0.872,0.865,0.44,0.932,0.568,1
368,Engineering,consultant,10,14,Sprint 14,3.8,15,0.79,Deploy system updates,updates,39,137,strong_starter,1.0675,0.6586,1.0408,-0.0734,0.1487,0,16,0,1.15,0.919,0.0,1.0,0.839,1
369,QA,analyst,3,10,Sprint 10,9.2,17,0.41,Process sales leads,leads,55,138,strong_starter,1.1681,0.2671,0.9607,-2.0902,0.2233,0,8,4,0.47,0.872,0.096,0.989,0.342,1
370,Engineering,designer,12,7,Sprint 7,10.5,10,0.41,Close support tickets,tickets,187,163,steady,1.1266,0.4724,0.4744,-2.1035,0.1204,1,10,0,0.781,0.512,0.394,0.983,0.45,1
371,QA,tester,7,20,Sprint 20,4.5,12,0.75,Process sales leads,leads,94,96,struggling,0.3336,0.3335,0.7856,0.3983,0.0289,1,4,3,0.699,0.63,0.841,0.944,0.71,0
372,QA,developer,6,19,Sprint 19,5.5,12,0.74,Onboard new clients,clients,8,124,strong_starter,1.3989,0.5815,1.511,0.6676,0.0,0,7,0,1.15,1.0,0.058,1.0,0.833,1
373,Marketing,designer,7,18,Sprint 18,9.4,1,0.16,Conduct client calls,calls,77,71,steady,0.9492,0.3781,1.369,0.8094,0.1097,0,14,2,0.882,1.0,0.234,1.0,0.201,1
374,Marketing,designer,3,3,Sprint 3,4.3,11,0.08,Deliver product features,features,60,67,steady,0.9801,0.6459,0.6059,1.5093,0.0,1,14,0,1.15,0.541,0.334,1.0,0.034,1
375,Marketing,engineer,4,21,Sprint 21,7.7,0,0.5,Deploy system updates,updates,45,163,strong_starter,1.3291,0.5402,1.2144,-0.7033,0.047,0,11,3,1.088,1.0,0.06,0.873,0.404,1
376,Marketing,tester,10,23,Sprint 23,3.9,5,0.67,Run quality tests,tests,56,79,strong_starter,0.8507,0.3506,0.5416,0.8043,0.0807,0,14,3,0.771,0.825,0.251,0.903,0.755,1
377,Product,consultant,8,13,Sprint 13,9.0,16,0.02,Complete code reviews,reviews,52,100,struggling,0.5409,0.1597,0.5666,-1.3541,0.2416,0,8,9,0.231,0.73,0.489,0.935,0.186,0
378,Product,developer,6,8,Sprint 8,9.3,6,0.45,Run quality tests,tests,56,173,steady,1.0186,0.4716,0.2036,0.4902,0.2926,1,5,8,1.037,0.319,0.407,0.991,0.399,0
379,Engineering,tester,6,11,Sprint 11,14.2,16,0.96,Complete code reviews,reviews,134,159,slow_starter,1.1563,0.4975,1.0056,1.1929,0.0064,0,20,0,1.084,1.0,0.117,0.995,0.955,1
380,Marketing,designer,5,11,Sprint 11,14.4,14,0.68,Process sales leads,leads,94,143,struggling,0.8108,0.2653,1.038,0.5733,0.4222,0,4,7,0.546,0.838,0.314,0.924,0.732,0
381,Sales,consultant,5,11,Sprint 11,6.5,11,0.52,Onboard new clients,clients,6,96,slow_starter,0.8218,0.7807,0.7752,0.5912,0.1713,1,10,3,1.15,0.631,0.438,0.939,0.496,1
382,Product,engineer,10,6,Sprint 6,7.4,11,0.22,Conduct client calls,calls,56,53,steady,1.3103,0.4582,0.8252,0.1063,0.0,0,20,0,0.968,0.941,0.0,1.0,0.283,1
383,Sales,developer,5,8,Sprint 8,3.4,7,0.84,Conduct client calls,calls,83,81,slow_starter,1.0511,0.707,1.4273,1.3608,0.0586,0,8,0,1.15,1.0,0.0,1.0,0.853,1
384,Marketing,engineer,9,12,Sprint 12,9.5,15,0.9,Deliver product features,features,13,156,slow_starter,0.6251,0.4937,0.7465,1.0912,0.2698,0,9,16,1.15,0.763,0.289,0.88,0.939,0
385,Marketing,developer,8,8,Sprint 8,11.4,4,0.05,Resolve bug reports,bugs,77,76,slow_starter,0.8853,0.1742,0.6404,-2.5719,0.5019,0,5,8,0.243,0.763,0.152,0.894,0.042,0
386,Sales,designer,3,23,Sprint 23,8.0,10,0.69,Run quality tests,tests,24,158,steady,0.9821,0.7817,0.7783,1.199,0.1321,1,18,0,1.15,0.627,0.394,0.923,0.647,1
387,Product,analyst,10,9,Sprint 9,3.9,15,0.96,Process sales leads,leads,55,113,steady,1.2005,0.6573,0.8491,-2.8557,0.1471,0,8,0,0.798,0.936,0.029,0.989,1.0,1
388,Product,developer,8,9,Sprint 9,7.0,18,0.13,Deploy system updates,updates,19,137,strong_starter,0.8721,0.5424,0.2022,-0.388,0.0737,1,6,6,1.074,0.361,0.52,0.991,0.302,0
389,Marketing,designer,8,7,Sprint 7,2.6,4,0.47,Deliver product features,features,54,99,slow_starter,0.6149,0.1588,0.6938,-1.2325,0.5075,1,6,5,0.255,0.461,0.699,0.917,0.603,0
390,QA,developer,6,18,Sprint 18,12.9,1,0.4,Complete code reviews,reviews,162,166,steady,0.4688,0.3053,0.8157,-2.1445,0.3672,0,3,12,0.432,0.851,0.476,0.971,0.42,0
391,Product,developer,7,12,Sprint 12,8.6,8,0.34,Resolve bug reports,bugs,75,54,steady,1.0399,0.4593,1.5802,-0.4194,0.0067,0,15,0,0.833,1.0,0.122,0.996,0.359,1
392,Marketing,analyst,6,12,Sprint 12,5.2,16,0.49,Process sales leads,leads,80,177,struggling,0.9569,0.379,0.5627,-0.568,0.3714,0,10,8,0.692,0.664,0.131,0.988,0.536,0
393,Sales,analyst,12,11,Sprint 11,6.6,19,0.57,Deploy system updates,updates,45,103,steady,1.2501,0.522,1.5584,-0.1825,0.186,0,12,0,1.055,1.0,0.061,1.0,0.567,1
394,Product,consultant,6,20,Sprint 20,9.8,8,0.89,Complete code reviews,reviews,117,88,slow_starter,1.721,0.7058,1.3258,0.473,0.1906,0,15,2,1.15,1.0,0.0,0.988,0.851,1
395,Sales,engineer,4,24,Sprint 24,3.9,8,0.94,Process sales leads,leads,163,145,steady,1.5141,0.5427,0.6758,0.2951,0.0058,0,14,2,1.15,0.829,0.0,0.918,0.996,1
396,QA,tester,2,1,Sprint 1,11.7,16,0.76,Complete code reviews,reviews,131,56,steady,1.2349,0.6094,1.0806,0.8063,0.2444,1,11,2,1.15,0.615,0.328,1.0,0.739,1
397,Sales,consultant,6,15,Sprint 15,9.6,4,0.53,Complete code reviews,reviews,51,129,steady,1.0387,0.483,0.8982,0.6745,0.0,1,18,0,1.067,0.596,0.473,1.0,0.561,1
398,QA,tester,6,18,Sprint 18,7.0,17,0.18,Write documentation pages,pages,65,113,struggling,0.4315,0.3374,0.2651,-0.628,0.4441,1,9,8,0.584,0.305,0.727,0.813,0.243,0
399,Marketing,developer,7,16,Sprint 16,8.3,2,0.44,Process sales leads,leads,141,164,strong_starter,0.6935,0.4804,0.2914,-3.8444,0.3391,1,7,0,0.542,0.453,0.563,1.0,0.388,0
400,Sales,developer,6,16,Sprint 16,8.3,15,0.95,Resolve bug reports,bugs,16,30,steady,0.6,0.5162,0.9897,-0.0899,0.0897,0,14,1,0.96,0.993,0.208,0.864,1.0,1
401,Marketing,developer,5,14,Sprint 14,13.3,13,0.39,Deploy system updates,updates,24,89,struggling,0.8369,0.2914,0.2014,-1.1287,0.2632,1,2,4,0.55,0.373,0.557,0.993,0.237,0
402,QA,consultant,5,17,Sprint 17,11.6,19,0.81,Deploy system updates,updates,30,86,steady,1.2715,0.4274,1.1845,0.0775,0.2188,0,9,3,0.848,1.0,0.054,0.923,0.809,1
403,Engineering,analyst,4,10,Sprint 10,2.1,14,0.62,Run quality tests,tests,54,135,strong_starter,1.0837,0.5738,1.1087,1.2278,0.1831,0,8,3,1.15,1.0,0.125,0.882,0.627,1
404,Marketing,engineer,4,4,Sprint 4,4.6,4,0.72,Conduct client calls,calls,61,34,steady,0.9782,0.4338,1.5393,-0.369,0.0274,0,13,3,0.828,1.0,0.205,0.803,0.678,1
405,QA,developer,9,12,Sprint 12,7.2,1,0.33,Complete code reviews,reviews,33,156,struggling,0.9539,0.6071,0.3,3.1539,0.1478,0,13,4,1.15,0.719,0.184,0.981,0.319,1
406,QA,analyst,5,9,Sprint 9,12.4,0,0.5,Close support tickets,tickets,108,130,slow_starter,0.9763,0.4243,0.8464,-1.1356,0.0932,1,6,2,0.75,0.618,0.456,1.0,0.609,1
407,Engineering,analyst,9,24,Sprint 24,11.7,16,0.67,Conduct client calls,calls,69,143,steady,0.7764,0.5726,0.8733,-0.7659,0.0,0,14,0,1.106,0.999,0.286,0.957,0.708,1
408,Engineering,consultant,10,17,Sprint 17,2.3,15,0.64,Resolve bug reports,bugs,56,70,struggling,0.8708,0.2289,0.3885,1.4205,0.3318,1,8,3,0.462,0.327,0.577,0.904,0.639,0
409,Product,engineer,4,9,Sprint 9,9.0,12,0.79,Conduct client calls,calls,34,90,steady,0.2441,0.132,0.8213,0.3142,0.2451,1,3,2,0.254,0.587,0.909,0.953,0.698,0
410,Engineering,analyst,4,16,Sprint 16,1.8,19,0.34,Onboard new clients,clients,25,69,slow_starter,1.1696,0.4247,0.9038,1.8078,0.1744,0,13,0,1.014,0.962,0.086,1.0,0.443,1
411,Marketing,engineer,4,16,Sprint 16,3.9,17,0.79,Close support tickets,tickets,55,121,struggling,1.1492,0.3458,0.7962,1.2056,0.3626,0,5,5,0.787,0.745,0.129,1.0,0.615,0
412,QA,developer,4,9,Sprint 9,13.5,15,0.71,Onboard new clients,clients,26,79,strong_starter,1.499,0.6971,0.9237,0.9477,0.1003,0,17,3,1.15,0.969,0.0,0.966,0.652,1
413,Product,developer,9,9,Sprint 9,13.1,19,0.91,Onboard new clients,clients,9,175,steady,1.5545,0.6856,0.8285,-1.1181,0.0653,0,14,2,1.15,0.951,0.0,1.0,0.799,1
414,Marketing,developer,9,1,Sprint 1,11.8,16,0.38,Complete code reviews,reviews,145,105,steady,0.6472,0.459,0.6045,0.2034,0.2554,1,3,7,0.952,0.432,0.592,0.886,0.47,0
415,Engineering,consultant,10,13,Sprint 13,3.3,15,0.77,Write documentation pages,pages,59,91,steady,1.0234,0.7434,1.5998,0.2608,0.0092,1,4,0,1.15,1.0,0.373,1.0,0.592,1
416,Engineering,engineer,4,6,Sprint 6,13.2,6,0.11,Deploy system updates,updates,26,58,steady,0.7885,0.6642,1.1775,0.1881,0.1508,0,19,1,1.15,1.0,0.305,0.878,0.165,1
417,Marketing,developer,2,12,Sprint 12,3.7,2,0.01,Deploy system updates,updates,37,164,struggling,0.669,0.385,0.4228,-0.4039,0.3996,0,16,12,0.697,0.628,0.294,0.837,0.0,0
418,QA,developer,2,20,Sprint 20,4.4,1,0.73,Deliver product features,features,37,45,steady,1.2905,0.3616,1.4365,0.8866,0.0339,0,12,5,0.824,1.0,0.063,0.893,0.689,1
419,Sales,tester,8,7,Sprint 7,3.3,7,0.57,Conduct client calls,calls,86,54,strong_starter,0.6,0.8259,1.1328,0.788,0.0948,0,10,1,1.15,1.0,0.151,0.93,0.535,1
420,Marketing,developer,12,15,Sprint 15,10.7,13,0.88,Run quality tests,tests,73,57,strong_starter,1.0478,0.3022,0.2492,1.0298,0.4023,1,8,11,0.786,0.388,0.456,0.888,0.911,0
421,Marketing,tester,9,12,Sprint 12,13.6,17,0.99,Deploy system updates,updates,38,116,slow_starter,0.8348,0.0462,0.5689,-1.2441,0.4159,1,10,0,0.08,0.459,0.643,1.0,1.0,0
422,Sales,designer,10,24,Sprint 24,4.2,14,0.45,Deploy system updates,updates,26,91,struggling,0.7922,0.2593,0.255,-1.5837,0.3993,1,7,7,0.415,0.267,0.658,0.906,0.343,0
423,Product,engineer,6,8,Sprint 8,3.6,10,0.02,Resolve bug reports,bugs,91,34,strong_starter,1.2933,0.5113,1.0907,2.1183,0.0981,0,14,0,1.15,1.0,0.0,1.0,0.028,1
424,Marketing,analyst,3,2,Sprint 2,7.2,4,0.14,Resolve bug reports,bugs,85,160,strong_starter,1.1107,0.6852,1.1937,1.9759,0.0106,0,13,2,1.15,1.0,0.166,0.987,0.18,1
